"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
129;"WTWMD";862265073105518;"2026-05-21";"17:00:18";"WTS";"S00001";13.2;1678.6;7.8;"2026-05-21";"17:00:10";1312.3;63.4;721.1;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;210.2;0.2;50.6;7.2;11.4;231.8;1236.0;511.5;23.6;210.4;5163.0;4.4;13.0;302.0;1685.6;661.2;25.3;270.3;6204.3;62.0;70.0;55.0;61.0;48.8;35;55;73;69;46;83;0;52;55;50;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"81.0";"101.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:35:17"
130;"WTWMD";862265073105518;"2026-05-21";"17:00:48";"WTS";"S00001";12.4;1611.5;6.2;"2026-05-21";"17:00:40";1113.8;15.7;720.4;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;205.5;0.2;50.8;18.7;11.4;231.8;1236.0;511.5;23.6;210.4;5163.0;10.3;13.0;302.0;1685.6;661.2;25.3;270.3;6204.3;62.0;70.0;55.0;61.0;48.9;35;55;72;69;46;81;0;52;55;50;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"87.0";"71.9";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:35:39"
131;"WTWMD";862265073105518;"2026-05-21";"17:01:18";"WTS";"S00001";11.5;1478.5;7.0;"2026-05-21";"17:01:10";850.3;1.5;719.1;"RUN";66027.0;999.99;456.0;695.0;694.0;671.0;66.0;99.99;201.5;0.2;50.0;27.4;11.4;231.8;1236.0;511.5;23.6;210.4;5163.0;19.8;13.0;302.0;1685.6;661.2;25.3;270.3;6204.3;62.0;70.0;55.0;62.0;48.4;36;55;72;70;46;88;0;52;55;50;0;0;0;0;0;0;74;74;40;46;51;36;"55.0";"81.0";"77.9";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:36:12"
132;"WTWMD";862265073105518;"2026-05-21";"17:02:18";"WTS";"S00001";9.4;1215.2;7.9;"2026-05-21";"17:02:10";724.3;23.8;716.7;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;209.3;0.2;50.3;39.0;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;35.6;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.0;35;55;73;69;46;85;0;52;55;50;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"85.0";"74.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:37:23"
133;"WTWMD";862265073105518;"2026-05-21";"17:02:52";"WTS";"S00001";9.5;1231.3;7.9;"2026-05-21";"17:02:44";781.4;8.4;718.1;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;203.9;0.2;50.5;44.9;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;46.1;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.9;35;55;72;69;46;83;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"86.0";"73.9";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:37:46"
134;"WTWMD";862265073105518;"2026-05-21";"17:03:18";"WTS";"S00001";10.7;1287.2;5.9;"2026-05-21";"17:03:10";889.6;0.0;719.2;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;200.2;0.2;50.5;50.2;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;55.1;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.6;35;55;72;69;46;83;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"87.0";"94.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:38:17"
135;"WTWMD";862265073105518;"2026-05-21";"17:03:18";"WTS";"S00001";10.7;1287.2;5.9;"2026-05-21";"17:03:10";889.6;0.0;719.2;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;200.2;0.2;50.5;50.2;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;55.1;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.6;35;55;72;69;46;83;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"87.0";"94.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:38:47"
136;"WTWMD";862265073105518;"2026-05-21";"17:04:18";"WTS";"S00001";0.0;0.0;7.0;"2026-05-21";"17:04:10";913.5;41.1;720.1;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.3;0.3;50.6;62.6;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;74.7;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.9;36;55;73;69;46;88;0;52;55;49;0;0;0;0;0;0;73;73;40;46;51;36;"55.0";"81.0";"73.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:39:09"
137;"WTWMD";862265073105518;"2026-05-21";"17:04:48";"WTS";"S00001";10.6;1370.2;6.9;"2026-05-21";"17:04:41";830.3;3.4;720.2;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;204.6;0.3;50.6;69.2;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;80.8;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.9;55.0;62.0;48.0;35;55;73;69;46;80;0;52;55;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"87.0";"75.9";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:39:39"
138;"WTWMD";862265073105518;"2026-05-21";"17:05:18";"WTS";"S00001";10.2;1310.2;6.4;"2026-05-21";"17:05:11";660.8;12.9;718.7;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;200.3;0.6;50.6;75.2;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;86.5;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.9;55.0;62.0;48.8;35;55;72;69;46;87;0;52;55;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"82.0";"75.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:40:12"
139;"WTWMD";862265073105518;"2026-05-21";"17:06:18";"WTS";"S00001";9.5;1235.1;5.8;"2026-05-21";"17:06:11";739.9;1.5;719.3;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;206.3;0.1;50.3;85.4;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;100.2;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.8;35;55;73;69;46;82;0;52;55;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"84.0";"77.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:42:59"
140;"WTWMD";862265073105518;"2026-05-21";"17:06:54";"WTS";"S00001";9.5;1234.5;5.9;"2026-05-21";"17:06:47";656.5;0.0;718.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;201.1;0.3;50.4;91.3;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;107.5;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;62.0;48.6;35;55;72;69;46;86;0;52;55;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"86.0";"93.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:45:48"
141;"WTWMD";862265073105518;"2026-05-21";"17:07:28";"WTS";"S00001";9.2;1173.5;4.4;"2026-05-21";"17:07:21";596.0;0.0;718.3;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;215.3;0.0;50.4;96.3;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;114.3;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.9;69.0;55.0;62.0;48.9;35;55;71;69;46;83;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"84.0";"82.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:45:49"
142;"WTWMD";862265073105518;"2026-05-21";"17:08:02";"WTS";"S00001";8.8;1126.5;6.4;"2026-05-21";"17:07:55";630.7;3.6;719.1;"RUN";99999.9;999.99;456.0;695.0;694.0;671.0;66.0;99.99;206.6;0.2;50.3;100.9;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;121.4;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.9;69.9;55.0;63.0;48.5;36;55;71;69;46;83;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;36;"55.0";"87.0";"85.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:45:49"
143;"WTWMD";862265073105518;"2026-05-21";"17:08:07";"WTS";"S00001";9.1;1158.6;5.0;"2026-05-21";"17:08:57";680.5;0.0;717.1;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;217.3;0.1;50.7;110.5;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;132.6;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;63.0;48.1;35;55;71;69;46;87;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"85.0";"79.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:30"
144;"WTWMD";862265073105518;"2026-05-21";"17:08:07";"WTS";"S00001";9.1;1158.6;5.0;"2026-05-21";"17:08:57";680.5;0.0;717.1;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;217.3;0.1;50.7;110.5;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;132.6;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;63.0;48.1;35;55;71;69;46;87;0;52;56;49;0;0;0;0;0;0;73;73;40;46;51;35;"55.0";"85.0";"79.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:42"
145;"WTWMD";862265073105518;"2026-05-21";"17:08:07";"WTS";"S00001";9.3;1201.1;6.7;"2026-05-21";"17:09:50";682.5;13.6;717.8;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;207.8;0.2;50.4;117.9;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;142.8;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;63.0;48.8;35;55;71;69;46;81;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"86.0";"97.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:47"
146;"WTWMD";862265073105518;"2026-05-21";"17:10:39";"WTS";"S00001";9.2;1195.3;6.4;"2026-05-21";"17:10:32";765.4;0.0;718.1;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;201.5;0.2;50.6;124.6;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;151.8;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.9;55.0;63.0;48.9;36;55;71;70;46;83;0;52;56;49;0;0;0;0;0;0;75;75;40;46;51;36;"55.0";"88.0";"75.9";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:47"
147;"WTWMD";862265073105518;"2026-05-21";"17:10:56";"WTS";"S00001";9.9;1251.9;6.6;"2026-05-21";"17:11:29";805.2;0.9;720.9;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;211.7;0.8;50.1;135.4;11.6;231.9;1236.1;511.5;23.6;210.4;5163.0;166.9;13.1;302.2;1685.8;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;63.0;48.3;35;55;71;69;46;89;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"82.0";"74.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:47"
148;"WTWMD";862265073105518;"2026-05-21";"17:10:56";"WTS";"S00001";10.0;1290.7;6.2;"2026-05-21";"17:12:22";955.0;0.0;722.5;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;203.3;0.2;49.9;147.6;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;181.8;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.0;69.9;55.0;63.0;48.3;35;55;71;69;46;81;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"88.0";"80.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:48"
149;"WTWMD";862265073105518;"2026-05-21";"17:10:56";"WTS";"S00001";10.9;1393.9;7.4;"2026-05-21";"17:12:56";891.2;19.2;722.9;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;218.6;0.3;49.9;155.8;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;189.3;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.0;69.0;55.0;63.0;48.5;35;55;71;69;46;84;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"84.0";"80.0";"0.0";"79.9";"81461";"81421";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:48"
150;"WTWMD";862265073105518;"2026-05-21";"17:19:31";"WTS";"S00001";10.4;1333.8;6.1;"2026-05-21";"17:19:23";792.5;21.2;726.0;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;214.6;0.5;50.0;238.9;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;286.4;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;64.0;48.1;36;55;72;69;46;90;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;36;"55.0";"85.0";"85.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79388";"67694";"2026-05-21";"04:54:49"
151;"WTWMD";862265073105518;"2026-05-21";"17:20:18";"WTS";"S00001";9.9;1278.9;8.3;"2026-05-21";"17:20:11";979.2;17.6;727.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;206.6;0.2;49.9;248.8;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;298.3;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.9;70.0;56.0;64.0;48.0;35;55;71;70;46;84;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"90.0";"99.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:55:12"
152;"WTWMD";862265073105518;"2026-05-21";"17:21:19";"WTS";"S00001";10.6;1354.1;6.1;"2026-05-21";"17:21:12";954.4;0.6;726.4;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;217.8;0.2;50.0;263.4;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;314.9;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.0;70.9;56.0;64.0;48.9;35;55;71;69;46;88;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"84.0";"101.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:56:17"
153;"WTWMD";862265073105518;"2026-05-21";"17:21:48";"WTS";"S00001";10.8;1397.4;5.9;"2026-05-21";"17:21:41";734.0;0.3;725.0;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;212.2;0.2;49.9;270.0;11.7;232.4;1236.2;511.5;23.6;210.4;5163.0;321.3;13.3;302.3;1685.9;661.2;25.3;270.3;6204.3;62.0;70.0;56.0;64.0;48.4;35;55;71;69;46;87;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"85.0";"100.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:56:39"
154;"WTWMD";862265073105518;"2026-05-21";"17:22:18";"WTS";"S00001";9.6;1227.5;4.2;"2026-05-21";"17:22:11";551.4;0.0;722.2;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;207.2;0.2;49.9;275.1;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;324.6;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;70.0;56.0;64.9;48.3;35;55;71;69;46;85;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"89.0";"80.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:57:17"
155;"WTWMD";862265073105518;"2026-05-21";"17:22:48";"WTS";"S00001";8.4;1083.5;5.1;"2026-05-21";"17:22:41";601.6;0.9;723.2;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;202.7;0.2;49.7;278.9;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;329.6;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;69.0;56.0;64.9;48.8;35;55;71;69;46;90;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"85.0";"100.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:57:39"
156;"WTWMD";862265073105518;"2026-05-21";"17:23:18";"WTS";"S00001";8.9;1147.6;6.8;"2026-05-21";"17:23:11";787.2;13.4;724.5;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;218.6;0.3;49.8;283.3;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;336.7;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;64.0;48.7;35;55;71;69;46;86;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"90.0";"77.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:58:12"
157;"WTWMD";862265073105518;"2026-05-21";"17:23:18";"WTS";"S00001";8.9;1147.6;6.8;"2026-05-21";"17:23:11";787.2;13.4;724.5;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;218.6;0.3;49.8;283.3;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;336.7;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;64.0;48.7;35;55;71;69;46;86;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"90.0";"77.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:58:47"
158;"WTWMD";862265073105518;"2026-05-21";"17:24:18";"WTS";"S00001";0.0;0.0;5.4;"2026-05-21";"17:24:11";706.4;3.6;723.1;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207.7;0.8;50.0;294.7;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;349.3;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;64.0;48.7;35;55;71;69;46;84;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"89.0";"86.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:59:09"
159;"WTWMD";862265073105518;"2026-05-21";"17:24:48";"WTS";"S00001";9.6;1216.8;7.8;"2026-05-21";"17:24:41";737.8;13.6;723.0;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;203.2;0.2;49.7;299.1;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;356.3;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;64.0;48.7;35;54;71;69;46;85;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"87.0";"93.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"04:59:39"
160;"WTWMD";862265073105518;"2026-05-21";"17:25:18";"WTS";"S00001";9.8;1241.2;6.3;"2026-05-21";"17:25:11";753.1;14.6;722.7;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;219.2;0.4;49.7;304.5;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;362.2;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;65.0;48.0;35;54;71;69;46;85;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"91.0";"86.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:00:12"
161;"WTWMD";862265073105518;"2026-05-21";"17:25:48";"WTS";"S00001";9.6;1243.1;5.0;"2026-05-21";"17:25:41";664.6;0.0;722.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;213.2;0.1;49.9;309.7;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;368.2;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;65.0;48.2;35;54;71;69;46;90;0;52;55;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"85.0";"100.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:00:39"
162;"WTWMD";862265073105518;"2026-05-21";"17:26:00";"WTS";"S00001";9.3;1178.7;6.1;"2026-05-21";"17:26:13";655.2;37.8;722.0;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;204.5;0.4;50.1;314.6;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;374.3;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.9;69.0;56.0;65.0;48.2;35;54;71;69;46;85;0;52;55;49;0;0;0;0;0;0;75;75;40;46;51;35;"55.0";"88.0";"96.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:02:48"
163;"WTWMD";862265073105518;"2026-05-21";"17:26:58";"WTS";"S00001";9.1;1176.2;5.1;"2026-05-21";"17:26:51";605.9;0.0;722.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;219.7;0.6;50.0;320.5;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;382.3;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;69.0;56.0;65.9;48.1;35;54;71;68;46;85;0;52;56;49;0;0;0;0;0;0;75;75;40;46;51;35;"55.0";"87.0";"97.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:02:48"
164;"WTWMD";862265073105518;"2026-05-21";"17:27:32";"WTS";"S00001";8.9;1135.7;7.4;"2026-05-21";"17:27:25";632.5;21.4;723.8;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;212.8;0.1;50.2;324.7;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;388.8;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;69.0;56.0;65.9;48.1;35;54;71;68;46;90;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"85.0";"89.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:02:49"
165;"WTWMD";862265073105518;"2026-05-21";"17:28:18";"WTS";"S00001";8.9;1155.6;6.5;"2026-05-21";"17:28:11";784.5;0.0;724.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;205.4;0.3;50.0;331.2;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;402.5;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;69.0;56.0;65.0;48.8;35;54;72;69;46;85;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"87.0";"84.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:03:09"
166;"WTWMD";862265073105518;"2026-05-21";"17:28:48";"WTS";"S00001";9.9;1277.1;5.9;"2026-05-21";"17:28:41";713.9;0.3;724.6;"RUN";491.0;491.0;456.0;695.0;694.0;671.0;66.0;99.99;201.7;0.0;50.2;336.4;11.8;232.2;1236.3;511.5;23.6;210.4;5163.0;408.9;13.4;302.4;1686.9;661.2;25.3;270.3;6204.3;62.0;69.0;56.0;65.0;48.8;35;54;71;69;46;88;0;52;56;49;0;0;0;0;0;0;74;74;40;46;51;35;"55.0";"86.0";"88.0";"0.0";"79.9";"81461";"81422";"81173";"81138";"81052";"80521";"0";"67694";"79389";"67694";"2026-05-21";"05:03:47"
